tile_type,pip_name,speed_index,fwd_type,fwd_slow_max,fwd_slow_min,fwd_fast_max,fwd_fast_min,fwd_res,fwd_in_cap
LIOI3,IOI_IMUX20_0->>IOI_ILOGIC1_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
LIOI3,IOI_IOCLK0->>IOI_ILOGIC1_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
LIOI3,IOI_OLOGIC0_D1->>LIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
LIOI3,IOI_OLOGIC0_T1->>LIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
LIOI3,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC1_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
LIOI3,IOI_TBYTEIN->>IOI_OLOGIC1_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3,LIOI_IDELAY0_IDATAIN->>LIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
LIOI3,LIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
LIOI3,LIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
LIOI3,LIOI_OLOGIC0_OQ->>LIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3,LIOI_OLOGIC0_OQ->>LIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
LIOI3,LIOI_OLOGIC0_TQ->>LIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_SING,IOI_BYP6_0->IOI_IDELAY0_CINVCTRL,659,pass_transistor,,,,,0.000,
LIOI3_SING,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_0,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
LIOI3_SING,IOI_IMUX20_0->>IOI_ILOGIC0_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
LIOI3_SING,IOI_OLOGIC0_D1->>LIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
LIOI3_SING,IOI_OLOGIC0_T1->>LIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
LIOI3_SING,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC0_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
LIOI3_SING,IOI_SING_IOCLK0->>IOI_ILOGIC0_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
LIOI3_SING,IOI_SING_TBYTEIN->>IOI_OLOGIC0_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_SING,LIOI_IDELAY0_IDATAIN->>LIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
LIOI3_SING,LIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
LIOI3_SING,LIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
LIOI3_SING,LIOI_OLOGIC0_OQ->>LIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_SING,LIOI_OLOGIC0_OQ->>LIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
LIOI3_SING,LIOI_OLOGIC0_TQ->>LIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_TBYTESRC,IOI_BYP3_0->IOI_RCLK_DIV_CLR3,659,pass_transistor,,,,,0.000,
LIOI3_TBYTESRC,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_1,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
LIOI3_TBYTESRC,IOI_IMUX20_0->>IOI_ILOGIC1_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
LIOI3_TBYTESRC,IOI_IOCLK0->>IOI_ILOGIC1_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
LIOI3_TBYTESRC,IOI_OLOGIC0_D1->>LIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
LIOI3_TBYTESRC,IOI_OLOGIC0_T1->>LIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
LIOI3_TBYTESRC,IOI_OLOGIC1_TBYTEOUT->>IOI_TBYTEIN,2702,tl_buffer,0.000,0.000,0.000,0.000,,
LIOI3_TBYTESRC,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC1_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
LIOI3_TBYTESRC,IOI_TBYTEIN->>IOI_OLOGIC1_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_TBYTESRC,LIOI_IDELAY0_IDATAIN->>LIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
LIOI3_TBYTESRC,LIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
LIOI3_TBYTESRC,LIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
LIOI3_TBYTESRC,LIOI_OLOGIC0_OQ->>LIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_TBYTESRC,LIOI_OLOGIC0_OQ->>LIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
LIOI3_TBYTESRC,LIOI_OLOGIC0_TQ->>LIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_TBYTETERM,IOI_BYP3_0->IOI_RCLK_DIV_CLR3,659,pass_transistor,,,,,0.000,
LIOI3_TBYTETERM,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_1,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
LIOI3_TBYTETERM,IOI_IMUX20_0->>IOI_ILOGIC1_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
LIOI3_TBYTETERM,IOI_IOCLK0->>IOI_ILOGIC1_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
LIOI3_TBYTETERM,IOI_OLOGIC0_D1->>LIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
LIOI3_TBYTETERM,IOI_OLOGIC0_T1->>LIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
LIOI3_TBYTETERM,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC1_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
LIOI3_TBYTETERM,IOI_TBYTEIN_TERM->>IOI_OLOGIC1_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_TBYTETERM,LIOI_IDELAY0_IDATAIN->>LIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
LIOI3_TBYTETERM,LIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
LIOI3_TBYTETERM,LIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
LIOI3_TBYTETERM,LIOI_OLOGIC0_OQ->>LIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
LIOI3_TBYTETERM,LIOI_OLOGIC0_OQ->>LIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
LIOI3_TBYTETERM,LIOI_OLOGIC0_TQ->>LIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
MONITOR_BOT,MONITOR_ALM0->MONITOR_LOGIC_OUTS_B11_2,659,pass_transistor,,,,,0.000,
MONITOR_MID,MONITOR_HORIZ_VAUXN1->MONITOR_VERT_VAUXN1,659,pass_transistor,,,,,0.000,
MONITOR_TOP,MONITOR_HORIZ_VAUXN0->MONITOR_VERT_SHORT_VAUXN0,659,pass_transistor,,,,,0.000,
PCIE_BOT,PCIE_CFGAERECRCCHECKEN->PCIE_LOGIC_OUTS_B17_L_19,659,pass_transistor,,,,,0.000,
PCIE_INT_INTERFACE_L,INT_INTERFACE_LOGIC_OUTS_L_B0->>INT_INTERFACE_LOGIC_OUTS_L0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
PCIE_INT_INTERFACE_L,PCIE_INT_INTERFACE_IMUX_L0->>PCIE_INT_INTERFACE_IMUX_L_DELAY0,2786,buffer_switch,0.791,0.655,0.350,0.289,1040.11875,0.000
PCIE_INT_INTERFACE_L,PCIE_INT_INTERFACE_IMUX_L0->>PCIE_INT_INTERFACE_IMUX_L_OUT0,2787,buffer_switch,0.085,0.070,0.031,0.026,1040.11875,0.000
PCIE_INT_INTERFACE_L,PCIE_INT_INTERFACE_IMUX_L_DELAY0->PCIE_INT_INTERFACE_IMUX_L_OUT0,659,pass_transistor,,,,,0.000,
PCIE_INT_INTERFACE_R,INT_INTERFACE_LOGIC_OUTS_B0->>INT_INTERFACE_LOGIC_OUTS0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
PCIE_INT_INTERFACE_R,PCIE_INT_INTERFACE_IMUX0->>PCIE_INT_INTERFACE_IMUX_DELAY0,2786,buffer_switch,0.791,0.655,0.350,0.289,1040.11875,0.000
PCIE_INT_INTERFACE_R,PCIE_INT_INTERFACE_IMUX0->>PCIE_INT_INTERFACE_IMUX_OUT0,2787,buffer_switch,0.085,0.070,0.031,0.026,1040.11875,0.000
PCIE_INT_INTERFACE_R,PCIE_INT_INTERFACE_IMUX_DELAY0->PCIE_INT_INTERFACE_IMUX_OUT0,659,pass_transistor,,,,,0.000,
PCIE_TOP,PCIE_IMUX0_L_0->PCIE_TOP_TRNTDLLPDATA19,659,pass_transistor,,,,,0.000,
RIOB33,IOB_DIFFO_OUT0->IOB_DIFFO_IN1,659,pass_transistor,,,,,0.000,
RIOB33,IOB_O0->>IOB_O_OUT0,2489,buffer,0.001,0.001,0.001,0.001,0.0,
RIOB33,IOB_T0->>IOB_T_OUT0,2490,buffer,0.000,0.000,0.000,0.000,0.0,
RIOI3,IOI_BYP3_0->IOI_RCLK_DIV_CLR3,659,pass_transistor,,,,,0.000,
RIOI3,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_1,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
RIOI3,IOI_IMUX20_0->>IOI_ILOGIC1_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
RIOI3,IOI_IOCLK0->>IOI_ILOGIC1_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
RIOI3,IOI_OLOGIC0_D1->>RIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
RIOI3,IOI_OLOGIC0_T1->>RIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
RIOI3,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC1_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
RIOI3,IOI_TBYTEIN->>IOI_OLOGIC1_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3,RIOI_IDELAY0_IDATAIN->>RIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
RIOI3,RIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
RIOI3,RIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
RIOI3,RIOI_OLOGIC0_OQ->>RIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3,RIOI_OLOGIC0_OQ->>RIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
RIOI3,RIOI_OLOGIC0_TQ->>RIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_SING,IOI_BYP6_0->IOI_IDELAY0_CINVCTRL,659,pass_transistor,,,,,0.000,
RIOI3_SING,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_0,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
RIOI3_SING,IOI_IMUX20_0->>IOI_ILOGIC0_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
RIOI3_SING,IOI_OLOGIC0_D1->>RIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
RIOI3_SING,IOI_OLOGIC0_T1->>RIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
RIOI3_SING,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC0_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
RIOI3_SING,IOI_SING_IOCLK0->>IOI_ILOGIC0_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
RIOI3_SING,IOI_SING_TBYTEIN->>IOI_OLOGIC0_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_SING,RIOI_IDELAY0_IDATAIN->>RIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
RIOI3_SING,RIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
RIOI3_SING,RIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
RIOI3_SING,RIOI_OLOGIC0_OQ->>RIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_SING,RIOI_OLOGIC0_OQ->>RIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
RIOI3_SING,RIOI_OLOGIC0_TQ->>RIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_TBYTESRC,IOI_BYP3_0->IOI_RCLK_DIV_CLR3,659,pass_transistor,,,,,0.000,
RIOI3_TBYTESRC,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_1,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
RIOI3_TBYTESRC,IOI_IMUX20_0->>IOI_ILOGIC1_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
RIOI3_TBYTESRC,IOI_IOCLK0->>IOI_ILOGIC1_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
RIOI3_TBYTESRC,IOI_OLOGIC0_D1->>RIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
RIOI3_TBYTESRC,IOI_OLOGIC0_T1->>RIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
RIOI3_TBYTESRC,IOI_OLOGIC1_TBYTEOUT->>IOI_TBYTEIN,2702,tl_buffer,0.000,0.000,0.000,0.000,,
RIOI3_TBYTESRC,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC1_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
RIOI3_TBYTESRC,IOI_TBYTEIN->>IOI_OLOGIC1_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_TBYTESRC,RIOI_IDELAY0_IDATAIN->>RIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
RIOI3_TBYTESRC,RIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
RIOI3_TBYTESRC,RIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
RIOI3_TBYTESRC,RIOI_OLOGIC0_OQ->>RIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_TBYTESRC,RIOI_OLOGIC0_OQ->>RIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
RIOI3_TBYTESRC,RIOI_OLOGIC0_TQ->>RIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_TBYTETERM,IOI_BYP3_0->IOI_RCLK_DIV_CLR3,659,pass_transistor,,,,,0.000,
RIOI3_TBYTETERM,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_1,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
RIOI3_TBYTETERM,IOI_IMUX20_0->>IOI_ILOGIC1_CLKB,2687,buffer_switch,0.393,0.386,0.142,0.123,0.0,0.000
RIOI3_TBYTETERM,IOI_IOCLK0->>IOI_ILOGIC1_CLKB,2688,buffer_switch,0.083,0.079,0.000,0.000,0.0,0.000
RIOI3_TBYTETERM,IOI_OLOGIC0_D1->>RIOI_OLOGIC0_OQ,2689,buffer,1.156,0.999,0.331,0.100,0.0,
RIOI3_TBYTETERM,IOI_OLOGIC0_T1->>RIOI_OLOGIC0_TQ,2690,buffer,1.102,0.958,0.403,0.350,0.0,
RIOI3_TBYTETERM,IOI_PHASER_TO_IO_ICLK->>IOI_ILOGIC1_CLKB,2691,buffer_switch,0.092,0.085,0.032,0.029,0.0,0.000
RIOI3_TBYTETERM,IOI_TBYTEIN_TERM->>IOI_OLOGIC1_TBYTEIN,2692,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_TBYTETERM,RIOI_IDELAY0_IDATAIN->>RIOI_IDELAY0_DATAOUT,2693,buffer,0.815,0.755,0.305,0.243,0.0,
RIOI3_TBYTETERM,RIOI_ILOGIC0_D->>IOI_ILOGIC0_O,2694,buffer,0.129,0.112,0.054,0.047,0.0,
RIOI3_TBYTETERM,RIOI_ILOGIC0_DDLY->>IOI_ILOGIC0_O,2695,buffer,0.138,0.120,0.055,0.047,0.0,
RIOI3_TBYTETERM,RIOI_OLOGIC0_OQ->>RIOI_O0,2696,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
RIOI3_TBYTETERM,RIOI_OLOGIC0_OQ->>RIOI_OLOGIC0_OFB,2697,buffer,0.190,0.165,0.063,0.055,0.0,
RIOI3_TBYTETERM,RIOI_OLOGIC0_TQ->>RIOI_T0,2698,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
